icd_code,long_title
S72422B,"Displaced fracture of lateral condyle of left femur, initial encounter for open fracture type I or II"
S72422C,"Displaced fracture of lateral condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72422D,"Displaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with routine healing"
S72422E,"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72422F,"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72422G,"Displaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with delayed healing"
S72422H,"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72422J,"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72422K,"Displaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with nonunion"
S72422M,"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72422N,"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72422P,"Displaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with malunion"
S72422Q,"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with malunion"
S72422R,"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72422S,"Displaced fracture of lateral condyle of left femur, sequela"
S72423,Displaced fracture of lateral condyle of unspecified femur
S72423A,"Displaced fracture of lateral condyle of unspecified femur, initial encounter for closed fracture"
S72423B,"Displaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type I or II"
S72423C,"Displaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72423D,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72423E,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72423F,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72423G,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72423H,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72423J,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72423K,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72423M,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72423N,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72423P,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with malunion"
S72423Q,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72423R,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72423S,"Displaced fracture of lateral condyle of unspecified femur, sequela"
S72424,Nondisplaced fracture of lateral condyle of right femur
S72424A,"Nondisplaced fracture of lateral condyle of right femur, initial encounter for closed fracture"
S72424B,"Nondisplaced fracture of lateral condyle of right femur, initial encounter for open fracture type I or II"
S72424C,"Nondisplaced fracture of lateral condyle of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72424D,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with routine healing"
S72424E,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72424F,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72424G,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with delayed healing"
S72424H,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72424J,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72424K,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with nonunion"
S72424M,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72424N,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72424P,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with malunion"
S72424Q,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with malunion"
S72424R,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72424S,"Nondisplaced fracture of lateral condyle of right femur, sequela"
S72425,Nondisplaced fracture of lateral condyle of left femur
S72425A,"Nondisplaced fracture of lateral condyle of left femur, initial encounter for closed fracture"
S72425B,"Nondisplaced fracture of lateral condyle of left femur, initial encounter for open fracture type I or II"
S72425C,"Nondisplaced fracture of lateral condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72425D,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with routine healing"
S72425E,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72425F,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72425G,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with delayed healing"
S72425H,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72425J,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72425K,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with nonunion"
S72425M,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72425N,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72425P,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with malunion"
S72425Q,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with malunion"
S72425R,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72425S,"Nondisplaced fracture of lateral condyle of left femur, sequela"
S72426,Nondisplaced fracture of lateral condyle of unspecified femur
S72426A,"Nondisplaced fracture of lateral condyle of unspecified femur, initial encounter for closed fracture"
S72426B,"Nondisplaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type I or II"
S72426C,"Nondisplaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72426D,"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72426E,"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72426F,"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
